split,split_type,holdout,model,calibrated,metric,estimate,ci_low,ci_high,n_bootstrap,valid_bootstraps,confidence
iid,iid,,gc_artifact_logreg,False,auprc,0.6292243680230513,0.5877605202509081,0.6525342692904627,100,100,0.95
iid,iid,,gc_artifact_logreg,False,auroc,0.5688041666666667,0.5375764818058459,0.6018865603571002,100,100,0.95
iid,iid,,gc_artifact_logreg,False,ece,0.07350770664391114,0.05648221685685047,0.09870468754287172,100,100,0.95
iid,iid,,gc_artifact_logreg,False,brier,0.24497278779234505,0.241471888852152,0.24844773908412057,100,100,0.95
iid,iid,,gc_artifact_logreg,True,auprc,0.6292243680230513,0.590852364551362,0.6743993021496543,100,100,0.95
iid,iid,,gc_artifact_logreg,True,auroc,0.5688041666666667,0.5380097055846548,0.6038189926693642,100,100,0.95
iid,iid,,gc_artifact_logreg,True,ece,0.09800720822022184,0.07616954858746836,0.1195110309546644,100,100,0.95
iid,iid,,gc_artifact_logreg,True,brier,0.24550485734150915,0.24020741388048564,0.25069411142260356,100,100,0.95
iid,iid,,kmer_logreg,False,auprc,0.7614032641722405,0.730424395457795,0.7882439484970514,100,100,0.95
iid,iid,,kmer_logreg,False,auroc,0.7488388888888888,0.7211890376395633,0.7665863805502289,100,100,0.95
iid,iid,,kmer_logreg,False,ece,0.17098108047723024,0.15554565526757738,0.20013101479719733,100,100,0.95
iid,iid,,kmer_logreg,False,brier,0.23553693194146988,0.22234050614057324,0.25419368051049585,100,100,0.95
iid,iid,,kmer_logreg,True,auprc,0.7614032641722405,0.7226596491167344,0.7900389396272415,100,100,0.95
iid,iid,,kmer_logreg,True,auroc,0.7488388888888888,0.7206075315982096,0.7757763441780706,100,100,0.95
iid,iid,,kmer_logreg,True,ece,0.06048506381989082,0.05068392204493866,0.09232420767153778,100,100,0.95
iid,iid,,kmer_logreg,True,brier,0.20358887181888108,0.19249022054880008,0.21522610116922042,100,100,0.95
iid,iid,,kmer_metadata_logreg,False,auprc,0.7654048056522349,0.7417166227679486,0.7975543331712639,100,100,0.95
iid,iid,,kmer_metadata_logreg,False,auroc,0.7574444444444445,0.7340057214161765,0.7858724594388747,100,100,0.95
iid,iid,,kmer_metadata_logreg,False,ece,0.1593468215835686,0.14294024212344272,0.1873912258710123,100,100,0.95
iid,iid,,kmer_metadata_logreg,False,brier,0.23085212634768004,0.21308691736783922,0.24779070303647616,100,100,0.95
iid,iid,,kmer_metadata_logreg,True,auprc,0.7654048056522349,0.7368956913092359,0.7935857648960587,100,100,0.95
iid,iid,,kmer_metadata_logreg,True,auroc,0.7574444444444445,0.7315649194801299,0.779078397453434,100,100,0.95
iid,iid,,kmer_metadata_logreg,True,ece,0.05107422421806639,0.04337146940730981,0.08668401861873787,100,100,0.95
iid,iid,,kmer_metadata_logreg,True,brier,0.20014812314154165,0.19080452981184812,0.21064655274094937,100,100,0.95
iid,iid,,tiny_cnn,False,auprc,0.8308170763363842,0.8062185173497565,0.8576963339405682,100,100,0.95
iid,iid,,tiny_cnn,False,auroc,0.8201361111111112,0.7985091376060529,0.846384353670658,100,100,0.95
iid,iid,,tiny_cnn,False,ece,0.058568426087149426,0.049995385333861726,0.08338743190605113,100,100,0.95
iid,iid,,tiny_cnn,False,brier,0.1744896704792471,0.16170146073586603,0.1857646048855155,100,100,0.95
iid,iid,,tiny_cnn,True,auprc,0.8308170763363842,0.807712078613346,0.8533642783850247,100,100,0.95
iid,iid,,tiny_cnn,True,auroc,0.8201361111111112,0.7974153337776532,0.8379633874204852,100,100,0.95
iid,iid,,tiny_cnn,True,ece,0.04671304479444901,0.040478070888305795,0.07499733588638618,100,100,0.95
iid,iid,,tiny_cnn,True,brier,0.1733484729645573,0.16499483067755147,0.1842679296092079,100,100,0.95
iid,iid,,axis_guard_cnn,False,auprc,0.8351204661947673,0.8123686534468911,0.8611420473811922,100,100,0.95
iid,iid,,axis_guard_cnn,False,auroc,0.8230472222222222,0.8039548241967046,0.8473524258467551,100,100,0.95
iid,iid,,axis_guard_cnn,False,ece,0.0955684326092887,0.07958548609728677,0.11985672432046578,100,100,0.95
iid,iid,,axis_guard_cnn,False,brier,0.18002794633139063,0.16464722054186298,0.19221420868667544,100,100,0.95
iid,iid,,axis_guard_cnn,True,auprc,0.8351204661947673,0.8066630807625693,0.8581316871639324,100,100,0.95
iid,iid,,axis_guard_cnn,True,auroc,0.8230472222222222,0.800691171515142,0.8368075152789598,100,100,0.95
iid,iid,,axis_guard_cnn,True,ece,0.04063424884942449,0.04041002094997024,0.07207955968327388,100,100,0.95
iid,iid,,axis_guard_cnn,True,brier,0.17140924529769283,0.1646644020628846,0.1831955743753181,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,False,auprc,0.6194316195279393,0.597350449354749,0.6442970653960867,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,False,auroc,0.5535531111111112,0.5324746855441955,0.5736852684555495,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,False,ece,0.0959069149063913,0.08079669518694566,0.11523208822560684,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,False,brier,0.24814543406041784,0.24470745087920615,0.2516521581407273,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,True,auprc,0.6194316195279393,0.590847847949616,0.644829197540056,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,True,auroc,0.5535531111111112,0.535135870640829,0.5741089136172993,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,True,ece,0.11393335810980776,0.0935230192004151,0.13257129537396253,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,True,brier,0.25079439773178774,0.24650277404874832,0.2544971495520911,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,False,auprc,0.7064628440084628,0.6788513084552383,0.7304481598086286,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,False,auroc,0.7060286666666666,0.6879248366342546,0.7257799649366184,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,False,ece,0.25601811187164136,0.23944856512313695,0.27191211380629854,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,False,brier,0.28873178385739084,0.2723768949827145,0.3013806234216933,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,True,auprc,0.7064628440084628,0.6839492935331949,0.7328956220498817,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,True,auroc,0.7060286666666666,0.6890937740633015,0.7229950363462829,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,True,ece,0.0558264614108926,0.04716377505802734,0.075441071804902,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,True,brier,0.2211138988209465,0.2143297891826868,0.22796433580589853,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,False,auprc,0.7152258561534195,0.6938705753418646,0.7359322448569695,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,False,auroc,0.7133651111111111,0.694034470069794,0.7306697571354841,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,False,ece,0.24280857548996615,0.2290080255692772,0.2632180745745572,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,False,brier,0.2823818412510317,0.26988385877306964,0.2982190148286764,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,True,auprc,0.7152258561534195,0.6926492453819058,0.7372057473548237,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,True,auroc,0.7133651111111111,0.6945702160059107,0.7332007809720772,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,True,ece,0.049755279201583534,0.04370589293066403,0.06911537874919171,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,True,brier,0.21872035192836742,0.21059273458494165,0.2262113745035676,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,tiny_cnn,False,auprc,0.7956378415342629,0.7754537678626847,0.8107617848080895,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,tiny_cnn,False,auroc,0.777239111111111,0.7647825269367909,0.7922086111326689,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,tiny_cnn,False,ece,0.06101920140730604,0.05121908057524609,0.07767703621916736,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,tiny_cnn,False,brier,0.19447763656250563,0.18750988129939275,0.20025043383576568,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,tiny_cnn,True,auprc,0.7956378415342629,0.7750204566010153,0.8139759765560697,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,tiny_cnn,True,auroc,0.777239111111111,0.7617972839571759,0.7906728106194825,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,tiny_cnn,True,ece,0.043683989553492515,0.04079601757069597,0.06399475223641785,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,tiny_cnn,True,brier,0.19342903284821228,0.18686123403882943,0.20135273000134374,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,axis_guard_cnn,False,auprc,0.7903325008112365,0.7751140776449418,0.8102924884687894,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,axis_guard_cnn,False,auroc,0.7654928888888888,0.749342908400958,0.783329090953078,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,axis_guard_cnn,False,ece,0.13545645015168584,0.12060132875583054,0.1506015506324174,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,axis_guard_cnn,False,brier,0.2190156356027306,0.2082563106658336,0.2285747154355523,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,axis_guard_cnn,True,auprc,0.7903325008112365,0.7686447005349769,0.8074749602726565,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,axis_guard_cnn,True,auroc,0.7654928888888888,0.7483914677682181,0.77935840146121,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,axis_guard_cnn,True,ece,0.07373934102152523,0.06497335779840006,0.0919650355445416,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,axis_guard_cnn,True,brier,0.2000384795369409,0.1938534235366074,0.20779744030398264,100,100,0.95
